video_id,title,upload_date,n_windows,speech_s,content_type,matched_keywords,film_related_core,n_syllables_AB,n_exact_AB,n_windows_AB,agreement_AB
I25mx9obTao,《美斯訪日：表現分明大細超，講落唔嬲就瓦燒》,20240207,5,50.58,contemporary,,False,132,116,5,0.8787878787878788
I4PruxwTvMI,【「陳」的正體字與異體字】究竟有鈎定冇鈎，歷代狐疑現解構,20221221,9,265.89,contemporary,,False,788,569,9,0.7220812182741116
IDxcTUrnsv4,【告別獨臂刀王王羽】唔怕話你知，獨臂刀抄人嘢！,20220518,21,302.94,contemporary,,False,926,842,20,0.9092872570194385
IKvAudm2wXs,Benz雄同大家最後道別！,20251028,3,31.16,contemporary,,False,73,64,3,0.8767123287671232
INvijfl8Wyk,【曾江教你如何面對老】,20220510,16,121.14,contemporary,,False,295,262,15,0.888135593220339
I_jBx-DrsvA,【《街頭霸王》春麗Look】香港首個進軍日本嘅「AV女優繪麗奈」最性感誘人,20251110,4,49.02,contemporary,,False,173,158,4,0.9132947976878613
IcBQQKO3XYs,【粤語朗讀】《再看楚原看人生》楚原,20220223,18,127.46,recitation,朗讀,False,230,217,10,0.9434782608695652
IhZRs2KfY38,【火炭實拍】野豬全體 野生捕獲 冚家富貴 考埋眼力，共有幾隻?,20230729,3,46.05,contemporary,,False,104,87,3,0.8365384615384616
IjWra_3iNgc,狂風吹到潘蔚林「七個一皮」，連講「紮馬」都講錯呀！,20240909,3,40.61,contemporary,,False,147,76,3,0.5170068027210885
IrQWplUZbAo,【北海道-羊蹄山道雪中情】雪中情,20221225,3,64.9,contemporary,,False,150,138,3,0.92
IzqSRRMta9w,【諸事八卦】殺我你哋就識，「倉鼠」個英文又識唔識？Warehouse Rat?,20220228,10,26.59,contemporary,,False,46,42,7,0.9130434782608695
JIGLmiix5EU,【《街頭霸王》春麗】成龍造型「最惡心」！,20251102,8,68.6,contemporary,,False,261,230,8,0.8812260536398467
JOwokgIDeyw,【聽鄭少秋《笑看風雲》有感而唱 -轉眼已經風雲變】心儀對象竟遇上，勇於表白非反常；有緣也得看環境，能否一起由天定,20250608,5,70.75,contemporary,,False,158,128,5,0.810126582278481
JV2q-Wiq6k4,【丁珮為李小龍題詩寄意-長髮為君剪，短髮為君留；髮型永不變，以示長相守】四句詩中愛意收，緋聞情人冇得走；髮型今日都咁樣，無所遁形愛情長,20250723,4,63.55,film_clip,李小龍,True,178,158,4,0.8876404494382022
JZUiihE418Q,【黎愛蓮唱 Where do I begin (Love Story)】Irene Ryder飾演《猛虎下山 1973》中的「花瓶」女主角,20240930,11,166.65,contemporary,,False,217,186,5,0.8571428571428571
J_wNNblannQ,【伍允龍由奀星變筍盤】自嘲奀星都是星；舊愛祝福話筍盤,20240609,4,62.02,contemporary,,False,165,140,4,0.8484848484848485
Jdz6NtNhg_s,廖孖記後人回應指控：腐乳係「香港生產」！,20240723,10,91.94,contemporary,,False,244,235,10,0.9631147540983607
Jr-hyQLu1_A,【我有一片熱情，你有一片熱情】芳芳修哥呢一對，輕歌曼舞人陶醉,20241105,4,73.59,contemporary,,False,260,234,4,0.9
K-X5GQcBnTw,YS8a 《朱門怨》,20220115,4,50.69,contemporary,,False,132,122,3,0.9242424242424242
KCYPmc59G24,美斯之亂：球王名譽掃地,20240208,3,56.6,contemporary,,False,132,109,3,0.8257575757575758
KENXYyppSeI,【不在乎天長地久，只在乎曾經擁有(1992】講呢啲？係講現代愛情！,20221101,6,59.97,contemporary,,False,143,130,6,0.9090909090909091
KYZMOHEXvdk,《何伯河馬孽緣的啟示》結合只在乎得到什麼，不在乎做過什麼,20240921,6,34.37,contemporary,,False,94,71,6,0.7553191489361702
KZMmfNaj9RY,【口花、口花花】點解咁講?,20220829,9,77.73,contemporary,,False,218,193,9,0.8853211009174312
KmXNJMVQ5Og,【自學阿GoGo嘅蕭芳芳同林鳳「罕有同場」較技】蕭芳芳跳得豪放出位，林鳳舞得含蓄優雅,20241027,3,42.3,film_clip,林鳳,True,156,139,3,0.8910256410256411
KwklVl7E6Ec,【蕭芳芳、胡楓舞技重溫】嫻熟舞步舞王修，芳芳絕配世難求,20241102,7,56.15,contemporary,,False,134,122,4,0.9104477611940298
Kx_gGVMiiKk,【兩情若是久長時，又豈在朝朝暮暮】星爺啲戲唔係淨得搞笑，仲有文采,20221023,7,105.66,contemporary,,False,314,239,7,0.7611464968152867
KxhJLL93qwM,武俠影后鄭佩佩、金像影后珍芳達跳Aerobic，點比呀？,20240725,14,136.51,contemporary,,False,324,249,6,0.7685185185185185
L0lBCEIo_mM,【祝賀張家朗勇奪香港史上第4金】張家朗花劍冧莊，巴奧登頂賞月光,20240730,4,55.83,contemporary,,False,132,123,4,0.9318181818181818
L5BsAkSMLkI,【一代大俠徐少強《踢館》】冇返咁上下點夠pop去學李小龍「踢館」呀！,20240916,5,56.45,film_clip,李小龍,True,204,182,5,0.8921568627450981
LDZOYnu-vyw,【經典金曲《順流逆流》】徐小鳳同黎愛蓮史無前例「對唱」,20250614,8,131.75,song,經典金曲,False,430,344,8,0.8
LFUl2V-6ZLA,【何伯事件】老嘢情懷總是色，做咗老襯都當益,20240512,5,70.72,contemporary,,False,164,102,5,0.6219512195121951
LSd2tyfd6KI,【牛勢騸牯熟成牛】識得晒點讀點解話你叻！,20240427,10,136.38,contemporary,,False,444,399,10,0.8986486486486487
LVOqQ1EJm5k,【元宵鹹濕對聯】洞中泉水流不盡，山間清風迎面來；抵死、過癮、啜核,20220214,13,235.78,contemporary,,False,615,584,12,0.9495934959349593
Lbms7nr19f0,"【龍婷再現-人生有感】有人公平啲，有人仲公平啲 (some are equal, some are more equal)",20251123,8,70.72,contemporary,,False,215,183,8,0.8511627906976744
LpzKTGMmCyA,【「顧嘉煇造就黃霑」定「黃霑造就顧嘉煇」？】,20230108,10,99.68,contemporary,,False,242,224,10,0.9256198347107438
Lv9TPbpnAYo,【港人之光】一詩頌讚李小龍,20230726,5,60.25,film_clip,李小龍,True,135,121,5,0.8962962962962963
MBHkFxvbVy0,【《憑著什麼喜歡你——家駒》】聞一多《憑藉》版；【喜歡你】鋼琴伴白,20220628,8,66.27,contemporary,,False,105,95,6,0.9047619047619048
MDNBEqwzQTA,【聽Gin Lee李幸倪、盧冠廷唱《陪著你走》-人生有感】誰說過陪著你走，說完轉頭就反口；若然共處酸溜溜，餘生不如自己走,20250629,15,126.08,contemporary,,False,242,152,12,0.628099173553719
MKF8KnsyaJs,李小龍唔止「武」得仲「舞」得,20230731,9,94.02,film_clip,李小龍,True,280,242,8,0.8642857142857143
MR_pKvMisRk,子華神繼「搵食啫，犯法呀？」又有新金句？,20240902,4,75.16,contemporary,,False,219,141,4,0.6438356164383562
MSV39CPq9kg,【周潤發式-天長地久，曾經擁有】曾經滄海難為水，除卻巫山不是雲；女去女還在，咁又何必呢？,20251005,5,40.74,contemporary,,False,103,88,5,0.8543689320388349
MT-FHleifxc,【向事頭婆作最後致敬】香港現場剪影(19-9-2022):昔日香港事頭婆，印象猶新人隨和；眼眶雖無淚滿盈，弔唁現場證真情,20220924,2,22.18,contemporary,,False,48,46,2,0.9583333333333334
MUch03ZpJQ4,【《林黛小傳》曠世「長恨歌」版】32段詩詞道盡林黛這位亞洲影壇傳奇人物的一生事跡與評價,20241230,71,401.34,film_clip,林黛,False,0,0,0,
MX0Rr0G3OGA,【十下十下(4)】10個香港人「仔女」嘅叫法(你識幾多個？你叫邊幾個？),20240612,13,49.31,contemporary,,False,144,134,13,0.9305555555555556
MYWedTctdeg,茅瑛點解最有資格叫「女版李小龍」？,20251101,5,58.71,film_clip,李小龍,True,215,166,5,0.772093023255814
N6RGCMRicA8,YS1a 《粉絲經》,20211221,47,478.88,contemporary,,False,968,865,34,0.893595041322314
N9MmykOnPAs,忘不了法國男神阿倫狄龍個型仔「煲煙look」,20240819,5,73.11,contemporary,,False,242,219,5,0.9049586776859504
NJjx5iKFXhI,【王晶評論周星馳同阿叻嘅演技同為人】尊重vs唔欣賞,20240910,3,58.14,contemporary,,False,201,159,3,0.7910447761194029
NQ3iktgJ-bM,【聽鄭少秋《狐蝠》有感而唱 -分離無愛也無憾】風箏揚起掀思緒，回想情愛惹人醉，可恨多時成負累,20250604,6,24.45,contemporary,,False,45,32,6,0.7111111111111111
NXhl-Lkoq6I,【林鳳魅力沒法擋】男見佢口水流埋，女見佢火都嚟埋；係男人意亂情迷，係女人自慚形穢,20241128,5,81.02,film_clip,林鳳,True,259,212,5,0.8185328185328186
NYcSRGEKqX4,【原來有段古】李小龍一輯「型到跌渣」、「型到噴汁」的古裝造型照,20230807,14,268.25,film_clip,李小龍,True,996,893,14,0.8965863453815262
N_1jL8HEydM,林作愛的宣言：性格使然唔敢包，望佢呢鋪冇賴貓,20240331,6,49.12,contemporary,,False,107,102,6,0.9532710280373832
NdYmoZh-0ek,【李小龍「情人知己」嬲嬲豬】「龍女郎」苗可秀點解冇份演出《龍爭虎鬥》？,20250728,6,118.2,film_clip,李小龍,True,455,400,6,0.8791208791208791
Ne7y4GDJl9Q,「李我」點解改老婆藝名做「蕭湘」，「瀟湘」=「纖瘦」？,20250107,9,226.5,contemporary,,False,799,491,9,0.6145181476846058
NgsJc52HpwM,【諸事八卦】Casper，冇得同你「開年」！「典解」嘅？,20220202,9,117.86,contemporary,,False,405,375,9,0.9259259259259259
NlYiS7zp5Wc,【港人之光】一詩慨嘆李小龍,20230726,4,65.34,film_clip,李小龍,True,132,107,4,0.8106060606060606
Ns8OcnMPugY,【同一天空下左右兩景象-人生有感】各有前因莫羨人，如生妒忌盞頭痕,20251122,5,32.45,contemporary,,False,79,66,5,0.8354430379746836
O4NqkSzNSjE,【跳扭腰舞-女有林鳳，男有李小龍】「鳳臀」搖曳奪魄魂，「龍躉」擺動勢嚇人,20241031,4,68.42,film_clip,李小龍|林鳳,True,236,216,4,0.9152542372881356
OBARtsU9QnA,【大埔宏福苑世紀大火災】烈焰滔天人心碎，晴天霹靂愁怎退；事後先來究錯對，唯望未來引為據,20251128,6,81.66,contemporary,,False,188,169,6,0.898936170212766
OCWhWWZ0AwY,【聽夏韶聲《交叉點》-人生有感】踏進人生交叉點，無疑須顧後前瞻；確定選擇無悔怨，昂首闊步走每段,20250602,7,65.02,contemporary,,False,154,126,7,0.8181818181818182
OFPi0ecSoI8,【世上只有媽媽好-蕭芳芳、李小龍主唱】咁要珍惜你老母，唔好走咗先悔懊,20260502,4,27.97,song,主唱,True,62,56,4,0.9032258064516129
OfDo1fLztjs,【生命不在乎得到什麼，只在乎做過什麼】黄家駒這金句的宏觀意義,20220606,12,188.67,contemporary,,False,563,498,12,0.8845470692717584
OlQ0UvbZqxs,【現場直擊報道】阿爺突然話開關，心情激蕩似放監,20230117,6,77.18,contemporary,,False,191,176,6,0.9214659685863874
OnK2taEbraM,【牛歡喜/牛開心】暴龍哥，你咪食咗牛歡喜，點解仲要發脾四？,20221020,12,166.27,contemporary,,False,540,386,12,0.7148148148148148
OqABmo1wQaE,【諸事八卦】你大鑊！You Big Wok！此「鑊」不同彼「鑊」！「大鑊」抵死啲嘅英文講法係...,20220130,15,117.18,contemporary,,False,364,292,14,0.8021978021978022
OqFfzz8sww4,【諸事八卦】除咗叫我哋「野豬」做Wild Pig，仲有好幾個叫法，入嚟學下嘢喇！,20220301,12,81.73,contemporary,,False,164,121,12,0.7378048780487805
OzrNqubstag,YS2b2 《耐人寻味》 诵读版,20220112,3,37.38,contemporary,,False,108,49,3,0.4537037037037037
P-jbyxAzsW8,YS1b2 《粉丝经》 诵读版,20220112,7,92.16,contemporary,,False,87,75,3,0.8620689655172413
PBuicCInFfk,【林鳳、麥基主唱《青春樂 1959》】青年最愛青春樂，青春之樂味如糖；青春一去留不住，青年莫負好春光,20260305,2,13.46,song,主唱,True,31,26,2,0.8387096774193549
PEFDCay69M8,【Dance with Omicron / 與 cron 共舞 (與 Omicron 共存)】人窮去算命；該死唔使病；避得初一，唔避得十五,20220203,7,171.71,contemporary,,False,515,479,7,0.9300970873786408
PSz4Xf47C98,【天國一方II】死後我往那裡去？死後往我這裡來？重編《天各一方》；感悟生死讀白、洗滌心靈歌詞,20220424,15,179.74,contemporary,,False,481,378,15,0.7858627858627859
PlLXRExhFhk,【元宵佳節至佳句】月上柳梢頭，人約黃昏後,20260303,3,30.04,contemporary,,False,60,55,3,0.9166666666666666
Prlv_TA2KSM,【繼《個個揸住個兜》】再推出《個個揦住個咪》；《個個都話你威》《個個等入去踎》…搞到「事頭婆」都話要立《國歌法》！,20220911,9,42.88,contemporary,,False,77,54,9,0.7012987012987013
Q1DIEG8m_os,【睇片學廣東話】點至係「縮沙」？,20250712,6,37.38,contemporary,,False,98,80,6,0.8163265306122449
QE6ZYem6rZc,睇李小龍點「龍飛」同「龍舞」,20240209,4,13.73,film_clip,李小龍,True,34,26,4,0.7647058823529411
QFh7ktSHtsU,【李小龍死亡當天】丁珮首度述說他在其家出事的經過,20230809,8,183.42,film_clip,李小龍,True,826,522,8,0.6319612590799032
QMcQX7Yz53w,【李龍基王青霞鬧劇】你乜X都冇做過，我乜X都做到盡,20240309,5,64.0,film_clip,李龍基|王青霞,False,154,142,5,0.922077922077922
QgXuMcp2qJs,【林鳳《榴槤飄香 - 椰林戀歌》】多舞蹈，生熱情；好舞伴，天造成；一晩樂，千夜情,20241022,5,88.18,film_clip,林鳳,True,302,253,5,0.8377483443708609
QjWjr1eyqDA,【鍾玲玲主唱《假惺惺》(Let’s Pretend)】我明知你會變心，呃我氹我都相信,20260228,17,75.01,song,主唱,False,35,32,3,0.9142857142857143
QjmVsoAbkB4,【林鳳《情人的笑面》】情義比金堅，熱愛心不變；休管那光陰似箭，不知道何日何年,20241020,5,59.1,film_clip,林鳳,True,166,153,5,0.9216867469879518
QqZnVpKZlaM,【粵語片時代兩大女神林鳳同嘉玲阿GoGo對對碰】林鳳體態撩人人難拒，嘉玲豐姿旖旎世難求,20241023,5,69.5,film_clip,林鳳|粵語片|嘉玲,True,225,202,5,0.8977777777777778
R1-E5NeMTq0,【人過50唔到你唔諗】從瓊瑤的輕生看生死 [背景音樂：歲月神偷；秋天的童話],20241209,21,542.34,contemporary,,False,1719,1585,19,0.9220477021524142
R43WTWwgYGY,【吳楚帆金句-人人為我，我為人人】「獅子山精神」嘅依據,20250204,13,285.43,film_clip,吳楚帆,True,1078,795,11,0.7374768089053804
RMOyCOQSNIQ,YS2a 《耐人尋味》,20211231,17,150.59,contemporary,,False,385,304,16,0.7896103896103897
RTYjh4qhcEk,【傳聞兩母女】韓國「女神」潤娥vs香港「年青」苗可秀,20240730,6,101.79,contemporary,,False,370,342,6,0.9243243243243243
RYFm405HgV4,【惡搞Mark哥《英雄本色》經典場面】大小姐龍力蓮夠膽死篤發哥個魂精,20240810,2,20.61,parody,惡搞,False,68,56,2,0.8235294117647058
RZSN8vn4_1o,【懷念李我】《回顧李我的一生》李我逝世1周年；李我講古，同你講李我古,20220505,16,313.95,contemporary,,False,852,771,16,0.9049295774647887
Rke75Kw5GU8,"【曾江金句的大智慧】While there is life, there is hope；只要活著，就有希望；堅叔話永不言棄，留返條命就有機",20220515,25,340.41,contemporary,,False,1161,1042,25,0.8975021533161068
RnH3K-ddpjs,【黎愛蓮、蕭芳芳聯唱 Kiss Me Goodbye 吻我道別】熱戀中嘅謝賢芳芳帶你重遊 1968 年嘅山頂,20240926,12,121.05,film_clip,謝賢,True,260,208,5,0.8
Rwq2tZR69No,【十下十下(9)】10個香港人「妹妹」嘅叫法(你識幾多個？你叫邊幾個？),20240615,14,49.31,contemporary,,False,99,90,14,0.9090909090909091
Rx2pH_xbJwE,【All the way with Ray】樂壇教父Uncle Ray，永遠記得你,20230115,11,145.73,contemporary,,False,266,253,10,0.9511278195488722
S41cxlpNcAc,【唐伯虎點秋香(鄭佩佩、周星馳)】「一日冚包散」之惡搞版,20240726,4,52.54,parody,惡搞,False,143,60,4,0.4195804195804196
S7tdhuGEHLk,巴黎奧運「土耳其射擊大叔」仲型過「陳展鵬」同「劉德華」?,20240812,5,131.29,contemporary,,False,398,323,5,0.8115577889447236
SFBrInCe1SM,【《個個揸住個兜》】監獄風雲版Vs友誼之光,20220922,2,7.33,contemporary,,False,20,20,2,1.0
SO3bKXmHRRY,【睇片學廣東話】點至係「洗錢」？,20250712,3,22.98,contemporary,,False,56,48,3,0.8571428571428571
SOtBjHRIAMU,【李清照《一剪梅》】一種相思，兩處閑愁；才下眉頭，卻上心頭,20251002,5,71.36,contemporary,,False,152,125,5,0.8223684210526315
SRpa-WO48cQ,【羅禮士同李小龍嘅「師徒關係」】有今生冇來世！,20260407,28,508.35,film_clip,李小龍,True,1775,1540,25,0.8676056338028169
Sb_8xsOD9ps,【救救國足大行動】由阿叻嚟教波你點睇？,20240910,2,39.32,contemporary,,False,108,33,2,0.3055555555555556
SheQHIKfZrA,【粵語朗讀】《新虞美人》—— 變種肺炎版,20220205,3,40.74,recitation,朗讀,False,75,72,2,0.96
SkOPCvsnxsg,【香港話當年】打卡聖地美都餐室結業了！《72載美都情不再》,20220730,39,336.42,contemporary,,False,1007,946,37,0.9394240317775571
T0Cup5Bdkf4,【前日本首相安倍晉三遇刺身亡】行刺、遇刺、刺客，你可能一直都讀錯！,20220711,12,139.26,contemporary,,False,453,357,12,0.7880794701986755
T9Yi2rohQUQ,【諸事八卦】呢鑊傑；鑊過鑊仔牛柳；傑撻撻；傑過芝麻糊，點解咁講？,20220131,12,158.74,contemporary,,False,501,454,12,0.906187624750499
TA0W22-E_0M,【胡楓藝壇奇葩】縱橫舞林數十載，舞王修哥譽滿載,20241105,10,48.54,contemporary,,False,126,93,8,0.7380952380952381
TGfr8DXepFM,【「重現」《人海孤鴻》幕後片段】李小龍同白燕跳返兩part舞,20251011,4,20.86,film_clip,李小龍|白燕,True,50,33,4,0.66
TRnR3FYiJps,【白鷺飛翔城門河-人生有感】凡塵俗世暫擱起，做到忘我也忘你,20251120,6,30.18,contemporary,,False,76,68,6,0.8947368421052632
TWoH_ijjAUk,【解讀楚原麻雀喻人生】人生原來同打麻雀一樣，有東南西北風，打到北風嘅時候，又係另外一個人生！,20220410,44,255.86,contemporary,,False,747,683,44,0.9143239625167336
TpKyBapvTbE,【有種情懷叫富東閣】蜂擁而至嚟送別，心中情懷已宣洩；人去樓空散西東，千言萬語說無從,20250630,7,65.92,contemporary,,False,160,146,7,0.9125
TrLtHAYYW2c,【Beyond海闊天空(昇華版)】真正的海闊天空精神,20220611,5,30.1,contemporary,,False,61,57,5,0.9344262295081968
U36zHkmhn-c,【《孤星血淚1955》中吳楚帆、李小龍之「父子情」】小龍斬柴遇逃犯，身世原來好淒慘；相見愛兒不敢認，賺人熱淚父子情,20250511,28,134.71,film_clip,李小龍|吳楚帆,True,501,303,26,0.6047904191616766
U6kEU5fVy8M,【粗口文化】「四個大字」係「粗口」隱語，你又知唔知?,20220226,14,119.17,contemporary,,False,401,380,14,0.9476309226932669
UAsnU0Vn_go,【悼念楚原】係佢帶返粵語片上大銀幕；《七十二家房客》金句：有水有水，冇水冇水；要水過水，冇水散水；粵語保育記你一功！,20220224,16,237.95,film_clip,粵語片|銀幕,False,801,766,16,0.9563046192259675
UE2Yh076-V0,【倚天屠龍記1978】石堅係無可取代嘅「金毛獅王」,20241105,3,34.69,film_clip,石堅,True,71,53,3,0.7464788732394366
ULm0hQPi1FA,【諸事八卦】一鳥二石；Killing two stones with one bird；齊來跟林鄭學成語,20220211,7,83.78,contemporary,,False,135,104,6,0.7703703703703704
UYQD1u6EOj4,【生命不在乎得到什麼，只在乎做過什麼】黄家駒這金句的微觀意義,20220606,14,193.41,contemporary,,False,583,550,14,0.9433962264150944
Ue3PasbN4c4,YS1c1 《粉絲經》 同場加映,20211231,9,95.26,contemporary,,False,248,199,7,0.8024193548387096
Uw_m6F9DL8Q,【沙田瀝源富東閣結業-人生有感】山高水長，人生無常；可見則見，不待明天,20250617,9,61.92,contemporary,,False,162,145,9,0.8950617283950617
V5rV2K_PbJI,【從曾江的演藝語錄悟哲理】,20220428,17,216.93,contemporary,,False,701,662,17,0.9443651925820257
V65IV4tY3S0,【诸事八卦】一鸟二石；Killing two stones with one bird；齐来跟林郑学成语,20220216,7,83.78,contemporary,,False,135,104,6,0.7703703703703704
VIXesMqwTbk,《唐山大兄》由李小龍自己唱返先至啱數！,20260315,9,87.39,film_clip,李小龍,True,219,103,9,0.4703196347031963
VOlUzFvL6OY,【蓮香樓、蓮香棧結業】蓮香居可取代嗎 ?,20220822,7,65.63,contemporary,,False,231,214,7,0.9264069264069265
VSRNkjL-Rs8,【《喜歡你》——甜蜜版】G.E.M.鄧紫棋向黃家駒致敬,20220630,8,25.7,contemporary,,False,37,36,4,0.972972972972973
VV08vrYsfEc,【西沙Go Park 直擊野豬仔出沒】過得初一，唔過得十五！,20241223,5,25.54,contemporary,,False,66,57,5,0.8636363636363636
V_HbhFRv6l4,【曾江領悟的大智慧(上)】人之患，在好為人師；妄下批評冇意義，乞人憎自己唔知,20220521,14,235.07,contemporary,,False,702,644,14,0.9173789173789174
Vw6jr6ClWSo,【舞后蕭芳芳「撞」舞王修】芳芳修哥一埋位，大人細路擔凳仔；睇來睇去乜好睇；你話唔睇你蝕底,20251229,4,22.3,contemporary,,False,56,48,4,0.8571428571428571
W3L1YQiN-vs,【粤语朗读】《新虞美人》市民可知我多愁？,20220207,3,37.15,contemporary,,False,17,16,2,0.9411764705882353
W3t3MS0YG8Q,【露宿者心聲】做慣乞兒懶做官；有頭髮邊個想做癩痢,20240430,9,123.87,contemporary,,False,436,312,9,0.7155963302752294
W6q_eMvdJ1Y,【曾江同你談生共死】最緊要好死…,20220502,10,143.26,contemporary,,False,301,234,9,0.7774086378737541
WCpDbhSyK7k,【林鳳《榴槤飄香 - 星馬風光》】《春風吻上我的臉》，疑似抄佢咁丟面；一句半句或相似，《白衫白褲》冇懷疑,20241016,16,162.26,film_clip,林鳳,True,380,268,15,0.7052631578947368
WFtzJD_UhfU,【Animal Talk - 鳥兔物語】鳥獸殊途，回頭是岸呀！,20260211,5,23.14,contemporary,,False,55,46,5,0.8363636363636363
WceS1ddqRLI,【聽梅艷芳、張國榮唱《似水流年》-人生有感】生命友情寶貴極，無價之寶世難覓；喜怒哀樂毋回望，似水流年可盡忘,20250613,8,49.12,contemporary,,False,110,77,7,0.7
Whvy26QDqpk,【大美人林鳳跳〈霓裳羽扇舞〉】做手步法揮自如，堪比霓裳羽衣舞,20241215,4,80.15,film_clip,林鳳,True,243,138,4,0.5679012345679012
Ws-kE2loi9E,保錡梓喬吳卓羲，卓羲梓喬吳保錡，梓喬保錡炎明熹,20240824,4,66.74,contemporary,,False,160,140,4,0.875
WzFTOmosXpg,【林鳳《榴槤飄香1959》】陳寶珠、李司棋、黃韻詩「助陣」；李香琴、森森斑斑、張偉文、柳影虹「贈慶」,20241010,5,116.57,film_clip,林鳳,True,414,342,5,0.8260869565217391
X0KbsvCMKPY,【大澳觀海聽濤-人生有感】穿橋沿岸踏鄉間，觀海聽濤不欲返；天大地大任我行，多采多姿度此生,20250525,5,43.46,contemporary,,False,104,94,5,0.9038461538461539
X0OHN5iUdWk,今時今日劉德華係咪要拍返條「杏加橙」短片交代下咁呢？,20240825,6,125.18,contemporary,,False,448,402,6,0.8973214285714286
X0gS6HRSeVw,【天給你命時你沒有機會，天給你機會時你沒有命】睇完林燕妮寫畀李小龍呢句，就知點解叫佢「才女」,20250712,5,113.24,film_clip,李小龍,True,322,235,5,0.7298136645962733
X1jILspAmNs,【李琳琳唔止「索」仲好「跳」得】John哥老婆李琳琳，相夫教子好人品；後生索爆又跳得，狂風浪蝶常在側,20250109,11,112.63,contemporary,,False,380,212,11,0.5578947368421052
X7Q_g9P-Pa4,【今日講香港「舊屎」-孭仔】你呢世人孭過仔未？,20251223,13,110.18,contemporary,,False,388,352,13,0.9072164948453608
XBgO4iQ6JwY,【大埔林村許願樹】前世今生,20230121,10,108.74,contemporary,,False,257,238,10,0.9260700389105059
XHHm38uL7Rs,【林鳳《獨立橋之戀1959》】獨立橋上初邂逅，從此結下不解緣；情深款款傳愛意，蕩氣迴腸見淒愴,20241019,4,96.79,film_clip,林鳳,True,374,232,4,0.6203208556149733
XNW1Cjr6bLg,【美艷親王芳艷芬《檳城艷1954》】鄧麗君、陳任、歐陽佩珊翻唱,20241007,11,139.14,song,翻唱,True,371,250,9,0.6738544474393531
XQx_179B1l8,【《唐山大兄》李小龍第1個「螢幕情侶」】楚楚可人嘅「衣依」點解冇同小龍傳過緋聞？,20250729,9,166.36,film_clip,李小龍,True,600,493,9,0.8216666666666667
XfuquiAUeSY,【懷念嘉玲】《嘉玲謝賢往日情》,20221124,5,64.38,film_clip,謝賢|嘉玲,True,143,128,5,0.8951048951048951
XhjXPvA0FhU,【God save the Queen弔唁事頭婆；香港現場剪影 14-9-2022】留言留圖又留花，表心表意又表她；來人細語話當年，時移世易境變遷,20220924,3,21.73,contemporary,,False,48,45,3,0.9375
XhtThcouRjo,【香港人「返鄉下」-本州「青森縣」】青森值雪，包場睇雪；此情此境，無話可說,20251125,5,44.6,contemporary,,False,127,96,5,0.7559055118110236
XoSr_UFugbc,【我老爺倪匡蒙C寵召】倪匡今化作煙雲，衛斯理從此封神；八十七載人生自得其樂遊戲人間無半點虛度，數千萬言作品無窮想像滿載智慧文壇繼無人,20220710,24,222.23,contemporary,,False,680,566,24,0.8323529411764706
XrKoDnOcgmk,【《陋室銘》昇華版】錢唔在多，夠使就成；咩叫滿足，係睇心境,20240616,5,88.03,contemporary,,False,131,117,4,0.8931297709923665
Y0Ldjrv-EK0,【粵語朗讀】《七步詩》曹植,20220205,3,23.97,recitation,朗讀,False,44,43,3,0.9772727272727273
YBk5juEYqLk,【甄子丹 vs 李小龍】夢幻對決？同小龍打，佢挽鞋都未夠班！,20251231,5,16.16,film_clip,李小龍,True,49,42,5,0.8571428571428571
YE84Iy5vwHc,【Animal Talk - 小袋鼠物語】馬年創意新年祝福語,20260216,4,42.78,contemporary,,False,116,83,4,0.7155172413793104
YNw8-7yDYqQ,【就算係你嘅「第 1 次」】都會鍾意鍾玲玲唱「英文歌」「國語歌」「廣東歌」「講嘢」同埋「佢」！,20260106,26,317.31,contemporary,,False,258,206,12,0.7984496124031008
YV9XuD-BsfY,【曾江金句I】我愛春風和烈酒，也愛孤獨和自由,20220502,13,170.14,contemporary,,False,483,462,12,0.9565217391304348
YZwJFoSGjX8,【大澳漁村風光-人生有感】風風雨雨幾個秋，大澳舊貌尚保留；漁村風光景怡神，頓悟因緣有前因,20250525,5,42.62,contemporary,,False,104,94,5,0.9038461538461539
YcdvhG8bY2M,【何伯事件持續發酵】風雨同路見真心；眾人皆醉我獨醒,20240514,4,89.15,contemporary,,False,206,179,4,0.8689320388349514
YjCvF8VfjV4,【為衛斯理辦一個科幻喪禮】八十七載人生自得其樂遊戲人間無半點虛度，數千萬言作品無窮想像滿載智慧文壇繼無人；用倪匡的為倪匡寫訃告,20220704,17,295.36,contemporary,,False,787,725,17,0.9212198221092758
ZLG2nJtty3c,【黃霑「證實」李小龍係「李一春」】「一春」即係得「一粒蛋蛋」，要同大家Fact Check一下！,20250924,9,186.49,film_clip,李小龍,True,645,548,9,0.8496124031007752
ZMunEzpO-TY,【聽鄭少秋《輪流轉》-人生有感】輪流轉天天在轉，循環中與你投緣；交往中種種事端，命運中好夢難圓,20250601,10,54.14,contemporary,,False,121,92,9,0.7603305785123967
ZXl6sv6TAU4,【天國一方】懷念數以千計因新冠疫情離世到天國的香港人；重編《天各一方》；感悟生死人生讀白、洗滌心靈深處歌詞,20220520,14,204.54,contemporary,,False,522,448,14,0.8582375478927203
Zcd4ihNEu0U,【粵語朗讀】《新虞美人》市民可知我多愁？,20220206,3,37.15,recitation,朗讀,False,84,76,3,0.9047619047619048
